,College Name,Choice Code :,Course Name :,GOPEN,GSC,GNTB,GOBC,LOPEN,LST,LOBC,EWS,GST,GNTA,LSC,GNTC,LNTA,PWD-O,LNTC,LNTD,DEF-O,LNTB,GNTD,MI,PWDR-SC,PWDR-OBC,DEFR-OBC
354,"3185 Vivekanand Education Society's Institute of Technology, Chembur, Mumbai (Un-Aided Linguistic Minority - Sindhi)",318526110,Electronics and Computer Science,86.00,,,,87.94,,,,,,,,,,,,,,,,,,
355,"3185 Vivekanand Education Society's Institute of Technology, Chembur, Mumbai (Un-Aided Linguistic Minority - Sindhi)",318537210,Electronics and Telecommunication Engg,83.43,,,,83.58,,,,,,,,,,,,,,,,,,
356,"3185 Vivekanand Education Society's Institute of Technology, Chembur, Mumbai (Un-Aided Linguistic Minority - Sindhi)",318591610,Automation and Robotics,86.18,,,,83.88,,,,,,,,,,,,,,,,,,
357,"3185 Vivekanand Education Society's Institute of Technology, Chembur, Mumbai (Un-Aided Linguistic Minority - Sindhi)",318599510,Artificial Intelligence and Data Science,89.33,,,,88.00,,,,,,,,,,,,,,,61.09,,,
358,"3187 N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai (Un-Aided)",318719110,Civil Engineering,83.42,73.89,54.56,79.32,81.50,77.65,75.16,76.37,67.84,74.00,77.11,58.47,,58.00,80.32,,79.32,,77.16,,,,
359,"3187 N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai (Un-Aided)",318724510,Computer Engineering,86.17,83.41,79.58,85.60,85.83,,84.97,82.75,71.66,,78.00,,,,78.86,,,,,,,,
360,"3187 N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai (Un-Aided)",318724610,Information Technology,84.80,82.58,,83.77,84.17,,83.88,86.08,,80.21,76.50,,,,78.17,,,,80.69,,,,
361,"3187 N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai (Un-Aided)",318737210,Electronics and Telecommunication Engg,81.50,76.80,,74.47,77.50,,70.63,78.53,,,73.50,,,,,,,,,,,,
362,"3187 N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai (Un-Aided)",318750710,Chemical Engineering,71.20,58.11,64.40,67.22,66.78,,65.84,61.61,,,,,,,,,,,,,,,
363,"3187 N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai (Un-Aided)",318761210,Mechanical Engineering,77.30,72.97,67.25,73.79,67.23,,,77.03,67.90,,,,,,,,,,,,,,
364,"3187 N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai (Un-Aided)",318791810,Civil and infrastructure Engineering,63.37,,,,63.79,,,,,,,,,,,,,,,,,,
365,"3187 N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai (Un-Aided)",318799510,Artificial Intelligence and Data Science,84.69,84.42,79.37,82.06,82.56,,81.66,82.46,,,75.00,,,,70.81,,,,,,,,
366,"3188 Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai (Un-Aided)",318824510,Computer Engineering,87.66,84.06,,86.97,84.17,,83.92,83.31,,82.58,82.57,,,,,,,,81.26,,,,
367,"3188 Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai (Un-Aided)",318824610,Information Technology,84.80,83.17,,83.03,83.94,,83.67,83.95,,,79.88,,,70.08,,,,77.69,,,,,
368,"3188 Vasantdada Patil Pratishthan's College Of Engineering and Visual Arts, Sion, Mumbai (Un-Aided)",318826310,Artificial Intelligence (AI) and Data Science,83.60,79.31,,82.83,82.17,,79.50,83.03,,75.31,,,,,,,,,,,,,
369,"3189 Bharati Vidyapeeth College of Engineering, Navi Mumbai (Un-Aided)",318924510,Computer Engineering,86.86,,79.56,86.86,,,,87.66,,,86.46,84.67,,,,,,,,,,,
370,"3189 Bharati Vidyapeeth College of Engineering, Navi Mumbai (Un-Aided)",318924610,Information Technology,85.66,84.70,,,85.60,,85.30,85.60,,78.23,,81.92,,,,,,,,,,,
371,"3189 Bharati Vidyapeeth College of Engineering, Navi Mumbai (Un-Aided)",318937210,Electronics and Telecommunication Engg,78.41,77.53,75.54,78.31,80.50,,78.82,75.31,70.76,,74.97,,,,,,,,,,,,
372,"3189 Bharati Vidyapeeth College of Engineering, Navi Mumbai (Un-Aided)",318946610,Instrumentation Engineering,82.97,,76.78,81.80,76.61,,,87.50,,,70.00,,,,,,,,,,,,
373,"3189 Bharati Vidyapeeth College of Engineering, Navi Mumbai (Un-Aided)",318950710,Chemical Engineering,84.67,75.00,,76.80,80.06,,76.61,76.50,74.95,,,82.67,,,,,,,,,,,
374,"3189 Bharati Vidyapeeth College of Engineering, Navi Mumbai (Un-Aided)",318961210,Mechanical Engineering,75.85,66.26,75.00,71.38,61.33,,,66.82,,72.41,,70.46,,74.97,,,,,,,,,
375,"3190 Terna Engineering College, Nerul, Navi Mumbai (Un-Aided)",319019110,Civil Engineering,78.84,76.00,76.63,74.11,79.30,,69.33,75.91,57.63,,75.74,,,,,,,,,,,,
376,"3190 Terna Engineering College, Nerul, Navi Mumbai (Un-Aided)",319024510,Computer Engineering,84.63,81.44,,83.49,85.12,,83.70,83.49,71.66,79.37,81.09,,,,,,,,82.91,,,,
377,"3190 Terna Engineering College, Nerul, Navi Mumbai (Un-Aided)",319024610,Information Technology,84.63,82.31,,,88.33,,84.40,86.25,,,,,,,,,,,,,,,
378,"3190 Terna Engineering College, Nerul, Navi Mumbai (Un-Aided)",319026310,Artificial Intelligence (AI) and Data Science,84.50,80.63,,,84.57,,82.06,82.74,,,,84.46,,,,,,,,,,,
379,"3190 Terna Engineering College, Nerul, Navi Mumbai (Un-Aided)",319037210,Electronics and Telecommunication Engg,75.82,73.60,,72.29,77.41,,67.18,77.03,73.71,75.00,63.41,66.82,,,,,,77.00,,,,,
380,"3190 Terna Engineering College, Nerul, Navi Mumbai (Un-Aided)",319037610,Electronics Engineering,75.00,70.27,,63.84,71.88,,,73.60,,,,,,,,,,,,,,,
381,"3190 Terna Engineering College, Nerul, Navi Mumbai (Un-Aided)",319061210,Mechanical Engineering,64.29,61.90,61.79,62.26,70.46,,,72.91,58.31,,,,,,,,,,,,,,
382,"3190 Terna Engineering College, Nerul, Navi Mumbai (Un-Aided)",319062410,Mechatronics Engineering,71.28,64.28,,63.83,,,,72.22,,64.82,,,,,,,,,69.85,,,,
383,"3192 Smt. Indira Gandhi College of Engineering, Navi Mumbai (Un-Aided)",319224510,Computer Engineering,85.92,80.63,,82.81,95.09,,,82.33,,,,82.46,,,,,,,,,,,
384,"3192 Smt. Indira Gandhi College of Engineering, Navi Mumbai (Un-Aided)",319229310,Electrical Engineering,79.00,75.06,,72.17,73.10,,,84.11,63.89,77.11,,75.00,,,,,,,,,,,
385,"3192 Smt. Indira Gandhi College of Engineering, Navi Mumbai (Un-Aided)",319261210,Mechanical Engineering,60.00,,,,,,,74.97,,,,,,,,,,,,,,,
386,"3192 Smt. Indira Gandhi College of Engineering, Navi Mumbai (Un-Aided)",319291110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),82.73,80.50,76.17,81.82,82.44,,81.54,81.09,,,,,,,,,,,,,,,
387,"3192 Smt. Indira Gandhi College of Engineering, Navi Mumbai (Un-Aided)",319292010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology),84.00,77.94,,81.71,80.88,,78.74,78.46,,,77.77,72.40,,,,,,,,,,,
388,"3193 Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai (Un-Aided)",319324510,Computer Engineering,82.56,78.23,,79.50,80.51,,80.40,89.31,,74.40,79.37,74.19,,,,,,77.06,,,,,
389,"3193 Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai (Un-Aided)",319324610,Information Technology,82.11,77.60,74.97,81.09,,,79.08,81.37,,,,73.31,,,,,,,,,,,
390,"3193 Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai (Un-Aided)",319337210,Electronics and Telecommunication Engg,72.76,60.39,,70.19,69.00,,65.90,64.24,,69.50,,,,,,,,,,,,,
391,"3193 Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai (Un-Aided)",319350710,Chemical Engineering,68.89,54.65,,52.79,64.68,,64.11,58.61,,,,55.70,,,,,,,,,,,
392,"3193 Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai (Un-Aided)",319361210,Mechanical Engineering,67.68,66.31,,,80.10,,,77.69,,,,,,76.62,,,,,,,,,
393,"3193 Shivajirao S. Jondhale College of Engineering, Dombivali,Mumbai (Un-Aided)",319392110,Artificial Intelligence and Machine Learning,81.66,,,80.94,79.20,,,,,,,,,,,,,,,,,,
394,"3194 Vidyavardhini's College of Engineering and Technology, Vasai (Un-Aided)",319419110,Civil Engineering,79.63,68.53,72.25,69.84,73.22,,,68.70,79.00,61.10,,61.05,,,,,,,,,,,
395,"3194 Vidyavardhini's College of Engineering and Technology, Vasai (Un-Aided)",319424510,Computer Engineering,85.26,81.09,81.71,83.93,84.00,,80.51,83.43,74.97,,81.43,,,71.00,,,,,81.03,,,,
396,"3194 Vidyavardhini's College of Engineering and Technology, Vasai (Un-Aided)",319424610,Information Technology,84.67,,,83.31,84.06,,80.34,86.86,,,82.00,,,,,,,,72.51,,,,
397,"3194 Vidyavardhini's College of Engineering and Technology, Vasai (Un-Aided)",319437210,Electronics and Telecommunication Engg,80.08,80.00,,72.20,78.47,,,88.71,,,,,,,,,,,,,,,
398,"3194 Vidyavardhini's College of Engineering and Technology, Vasai (Un-Aided)",319461210,Mechanical Engineering,76.46,65.49,,71.69,,,,75.84,,,,,,,,,,,,,,,
399,"3194 Vidyavardhini's College of Engineering and Technology, Vasai (Un-Aided)",319491210,Computer Science and Engineering(Data Science),83.66,,75.71,83.47,82.97,,,81.00,73.03,,78.31,,,,74.67,,,,,,,,
400,"3194 Vidyavardhini's College of Engineering and Technology, Vasai (Un-Aided)",319499510,Artificial Intelligence and Data Science,83.03,,,82.06,82.46,,,81.50,,70.69,77.89,,,,,,,,78.80,,,,
401,"3196 Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai (Un-Aided Linguistic Minority - Hindi)",319624510,Computer Engineering,83.38,,,,82.69,,,,,,,,,,,,,,,76.69,,,
402,"3196 Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai (Un-Aided Linguistic Minority - Hindi)",319629310,Electrical Engineering,80.44,,,,75.44,,,,,,,,,,,,,,,,,,
403,"3196 Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai (Un-Aided Linguistic Minority - Hindi)",319637210,Electronics and Telecommunication Engg,77.42,,,,77.79,,,,,,,,,,,,,,,,,,
404,"3196 Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai (Un-Aided Linguistic Minority - Hindi)",319661210,Mechanical Engineering,66.36,,,,67.44,,,,,,,,,,,,,,,,,,
405,"3196 Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai (Un-Aided Linguistic Minority - Hindi)",319691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),82.17,,,,82.11,,,,,,,,,,,,,,,61.53,,,
406,"3196 Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai (Un-Aided Linguistic Minority - Hindi)",319691210,Computer Science and Engineering(Data Science),82.11,,,,82.17,,,,,,,,,,,,,,,72.97,,,
407,"3196 Lokmanya Tilak College of Engineering, Kopar Khairane, Navi Mumbai (Un-Aided Linguistic Minority - Hindi)",319692010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology),82.00,,,,82.00,,,,,,,,,,,,,,,65.60,,,
408,"3197 Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai (Un-Aided Religious Minority - Christian)",319724510,Computer Engineering,89.67,,,,89.70,,,,,,,,,,,,,,,69.83,,,
409,"3197 Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai (Un-Aided Religious Minority - Christian)",319724610,Information Technology,90.90,,,,,,,,,,,,,,,,,,,69.14,,,
410,"3197 Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai (Un-Aided Religious Minority - Christian)",319729310,Electrical Engineering,88.37,,,,84.63,,,,,,,,,,,,,,,55.17,,,
411,"3197 Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai (Un-Aided Religious Minority - Christian)",319737210,Electronics and Telecommunication Engg,82.80,,,,82.53,,,,,,,,,,,,,,,,,,
412,"3197 Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai (Un-Aided Religious Minority - Christian)",319761210,Mechanical Engineering,81.03,,,,71.95,,,,,,,,,,,,,,,70.82,,,
413,"3198 Konkan Gyanpeeth College of Engineering, Karjat (Un-Aided)",319824210,Computer Science and Engineering,79.25,73.67,,76.63,79.71,,78.69,80.40,,,,,,,,,,,,,,,
414,"3198 Konkan Gyanpeeth College of Engineering, Karjat (Un-Aided)",319824510,Computer Engineering,78.17,77.66,,76.69,77.60,74.97,,76.25,,,,,,,,,,,,,,,
415,"3198 Konkan Gyanpeeth College of Engineering, Karjat (Un-Aided)",319824610,Information Technology,79.00,73.38,,75.38,75.09,,75.00,75.25,,,,,,,,,,,,,,,
416,"3198 Konkan Gyanpeeth College of Engineering, Karjat (Un-Aided)",319861210,Mechanical Engineering,52.52,,,,,,,76.00,,,,,,,,,,,,,,,
417,"3198 Konkan Gyanpeeth College of Engineering, Karjat (Un-Aided)",319899510,Artificial Intelligence and Data Science,74.97,69.00,,72.17,71.88,,71.26,72.34,,,66.88,,,,,,,,,,,,
418,"3199 Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai (Un-Aided Autonomous Linguistic Minority - Gujarathi)",319924510,Computer Engineering,92.25,,,,92.00,,,,,,,,,,,,,,,92.00,,,
419,"3199 Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai (Un-Aided Autonomous Linguistic Minority - Gujarathi)",319924610,Information Technology,91.31,,,,91.30,,,,,,,,,,,,,,,90.93,,,
420,"3199 Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai (Un-Aided Autonomous Linguistic Minority - Gujarathi)",319926310,Artificial Intelligence (AI) and Data Science,91.09,,,,,,,,,,,,,,,,,,,89.87,,,
421,"3199 Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai (Un-Aided Autonomous Linguistic Minority - Gujarathi)",319937210,Electronics and Telecommunication Engg,84.89,,,,87.26,,,,,,,,,,,,,,,75.49,,,
422,"3199 Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai (Un-Aided Autonomous Linguistic Minority - Gujarathi)",319961210,Mechanical Engineering,85.81,,,,69.95,,,,,,,,,,,,,,,67.79,,,
423,"3199 Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai (Un-Aided Autonomous Linguistic Minority - Gujarathi)",319991210,Computer Science and Engineering(Data Science),91.30,,,,88.93,,,,,,,,,,,,,,,88.74,,,
424,"3199 Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai (Un-Aided Autonomous Linguistic Minority - Gujarathi)",319992010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology),90.17,,,,88.75,,,,,,,,,,,,,,,87.37,,,
425,"3199 Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai (Un-Aided Autonomous Linguistic Minority - Gujarathi)",319992110,Artificial Intelligence and Machine Learning,90.80,,,,,,,,,,,,,,,,,,,87.13,,,
426,"3200 Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri (Un-Aided)",320024610,Information Technology,84.06,,81.14,83.89,85.31,,,88.97,,,71.14,,,,,,,,,,,,
427,"3200 Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri (Un-Aided)",320029310,Electrical Engineering,80.28,77.94,,77.50,82.00,,79.89,82.67,,,,78.28,,,,,,,,,,,
428,"3200 Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri (Un-Aided)",320037210,Electronics and Telecommunication Engg,79.41,72.29,,70.12,81.21,,78.53,72.76,,,,,,,,,,,,,,,
429,"3200 Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri (Un-Aided)",320050710,Chemical Engineering,63.81,,,,,,,64.18,,,,,,,,,,,,,,,
430,"3200 Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri (Un-Aided)",320061210,Mechanical Engineering,66.86,,,60.94,73.38,,,72.10,,,,,,,,,,,,,,,
431,"3200 Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri (Un-Aided)",320091110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),83.83,77.43,,79.26,87.14,,79.77,81.14,,,,,,,,,,,,,,,
432,"3201 Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai (Un-Aided Religious Minority - Muslim)",320119110,Civil Engineering,,,,,,,,,,,,,,,,,,,,64.68,,,
433,"3201 Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai (Un-Aided Religious Minority - Muslim)",320124510,Computer Engineering,,,,,,,,,,,,,,,,,,,,84.18,,,
434,"3201 Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai (Un-Aided Religious Minority - Muslim)",320161210,Mechanical Engineering,,,,,,,,,,,,,,,,,,,,57.11,,,
435,"3201 Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai (Un-Aided Religious Minority - Muslim)",320190010,Electronics and Computer Science,,,,,,,,,,,,,,,,,,,,75.00,,,
436,"3201 Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai (Un-Aided Religious Minority - Muslim)",320199510,Artificial Intelligence and Data Science,,,,,,,,,,,,,,,,,,,,82.08,,,
437,3202 Rajendra Mane College of Engineering & Technology Ambav Deorukh (Un-Aided),320224510,Computer Engineering,81.31,71.94,,75.60,85.77,,83.31,74.97,69.71,,65.40,,,,,,,,,,,,
438,3202 Rajendra Mane College of Engineering & Technology Ambav Deorukh (Un-Aided),320260210,Automobile Engineering,74.97,,,,,,,,,,,,,,,,,,,,,,
439,3202 Rajendra Mane College of Engineering & Technology Ambav Deorukh (Un-Aided),320261210,Mechanical Engineering,63.22,,,,71.69,,,70.62,,,,,,,,,,,,,,,
440,"3203 Atharva College of Engineering,Malad(West),Mumbai (Un-Aided)",320324510,Computer Engineering,87.20,82.92,85.49,83.83,86.63,,86.00,86.29,,,83.26,84.00,,,,,,,,,,,
441,"3203 Atharva College of Engineering,Malad(West),Mumbai (Un-Aided)",320324610,Information Technology,86.00,81.75,,83.37,91.37,,87.83,83.89,,,,,,,,,,,,,,,
442,"3203 Atharva College of Engineering,Malad(West),Mumbai (Un-Aided)",320329310,Electrical Engineering,80.17,76.26,70.95,78.39,71.22,67.72,,74.17,65.17,73.72,57.89,,,77.11,,,75.61,,,,,,
443,"3203 Atharva College of Engineering,Malad(West),Mumbai (Un-Aided)",320337210,Electronics and Telecommunication Engg,81.71,78.47,,71.83,74.06,,,70.88,,,,,,,,,,,,,,,
444,"3203 Atharva College of Engineering,Malad(West),Mumbai (Un-Aided)",320390010,Electronics and Computer Science,80.84,72.56,,77.60,78.00,,71.26,75.37,,,64.95,74.24,,,,,,,,,,,
445,"3204 St. Francis Institute of Technology,Borivali, Mumbai (Un-Aided Religious Minority - Christian)",320424510,Computer Engineering,87.43,,,,88.51,,,,,,,,,,,,,,,78.97,,,
446,"3204 St. Francis Institute of Technology,Borivali, Mumbai (Un-Aided Religious Minority - Christian)",320424610,Information Technology,86.42,,,,86.88,,,,,,,,,,,,,,,75.03,,,
447,"3204 St. Francis Institute of Technology,Borivali, Mumbai (Un-Aided Religious Minority - Christian)",320429310,Electrical Engineering,79.27,,,,71.39,,,,,,,,,,,,,,,66.94,,,
448,"3204 St. Francis Institute of Technology,Borivali, Mumbai (Un-Aided Religious Minority - Christian)",320437210,Electronics and Telecommunication Engg,75.54,,,,73.60,,,,,,,,,,,,,,,,,,
449,"3204 St. Francis Institute of Technology,Borivali, Mumbai (Un-Aided Religious Minority - Christian)",320461210,Mechanical Engineering,73.83,,,,,,,,,,,,,,,,,,,76.36,,,
450,"3206 S.S.P.M.'s College of Engineering, Kankavli (Un-Aided)",320624510,Computer Engineering,80.61,67.54,,77.03,81.43,,73.26,82.51,,,67.31,,,,,,,,,,,,
451,"3206 S.S.P.M.'s College of Engineering, Kankavli (Un-Aided)",320629310,Electrical Engineering,70.56,69.39,,65.06,70.78,,,72.89,,,,,,,,,,,,,,,
452,"3206 S.S.P.M.'s College of Engineering, Kankavli (Un-Aided)",320661210,Mechanical Engineering,60.00,,,,,,,69.85,,,,,,,,,,,,,,,
453,"3206 S.S.P.M.'s College of Engineering, Kankavli (Un-Aided)",320662410,Mechatronics Engineering,56.11,,,,67.94,,,,,,,,,,,,,,,,,,
454,"3206 S.S.P.M.'s College of Engineering, Kankavli (Un-Aided)",320691110,Computer Science and Engineering(Artificial Intelligence and Machine Learning),78.00,,,76.91,78.06,,,80.51,,,,,,,,,,,,,,,
455,"3207 Mahatma Education Society's Pillai College of Engineering, New Panvel (Un-Aided Autonomous Linguistic Minority - Malyalam)",320724510,Computer Engineering,86.06,,,,85.31,,,,,,,,,,,,,,,64.31,,,
456,"3207 Mahatma Education Society's Pillai College of Engineering, New Panvel (Un-Aided Autonomous Linguistic Minority - Malyalam)",320724610,Information Technology,85.56,,,,84.44,,,,,,,,,,,,,,,,,,
457,"3207 Mahatma Education Society's Pillai College of Engineering, New Panvel (Un-Aided Autonomous Linguistic Minority - Malyalam)",320737210,Electronics and Telecommunication Engg,81.18,,,,80.12,,,,,,,,,,,,,,,,,,
458,"3207 Mahatma Education Society's Pillai College of Engineering, New Panvel (Un-Aided Autonomous Linguistic Minority - Malyalam)",320760210,Automobile Engineering,75.03,,,,,,,,,,,,,,,,,,,,,,
459,"3207 Mahatma Education Society's Pillai College of Engineering, New Panvel (Un-Aided Autonomous Linguistic Minority - Malyalam)",320761210,Mechanical Engineering,77.85,,,,75.90,,,,,,,,,,,,,,,65.38,,,
460,"3207 Mahatma Education Society's Pillai College of Engineering, New Panvel (Un-Aided Autonomous Linguistic Minority - Malyalam)",320790010,Electronics and Computer Science,79.37,,,,81.81,,,,,,,,,,,,,,,,,,
461,"3208 Don Bosco Institute of Technology, Mumbai (Un-Aided Religious Minority - Roman Catholics)",320824510,Computer Engineering,89.13,,,,,,,,,,,,,,,,,,,74.29,,,
462,"3208 Don Bosco Institute of Technology, Mumbai (Un-Aided Religious Minority - Roman Catholics)",320824610,Information Technology,90.42,,,,88.63,,,,,,,,,,,,,,,,,,
463,"3208 Don Bosco Institute of Technology, Mumbai (Un-Aided Religious Minority - Roman Catholics)",320837210,Electronics and Telecommunication Engg,80.40,,,,,,,,,,,,,,,,,,,61.44,,,
464,"3208 Don Bosco Institute of Technology, Mumbai (Un-Aided Religious Minority - Roman Catholics)",320861210,Mechanical Engineering,71.54,,,,67.13,,,,,,,,,,,,,,,65.30,,,
465,"3209 K J Somaiya Institute of Engineering and Information Technology, Sion, Mumbai (Un-Aided Autonomous Linguistic Minority - Gujarathi)",320924510,Computer Engineering,89.20,,,,92.50,,,,,,,,,,,,,,,86.29,,,
466,"3209 K J Somaiya Institute of Engineering and Information Technology, Sion, Mumbai (Un-Aided Autonomous Linguistic Minority - Gujarathi)",320924610,Information Technology,89.25,,,,,,,,,,,,,,,,,,,84.60,,,
467,"3209 K J Somaiya Institute of Engineering and Information Technology, Sion, Mumbai (Un-Aided Autonomous Linguistic Minority - Gujarathi)",320937210,Electronics and Telecommunication Engg,83.12,,,,83.14,,,,,,,,,,,,,,,62.60,,,
468,"3209 K J Somaiya Institute of Engineering and Information Technology, Sion, Mumbai (Un-Aided Autonomous Linguistic Minority - Gujarathi)",320999510,Artificial Intelligence and Data Science,89.00,,,,,,,,,,,,,,,,,,,83.13,,,
469,"3210 Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E) (Un-Aided Linguistic Minority - Punjabi)",321024510,Computer Engineering,83.71,,,,82.46,,,,,,,,,,,,,,,,,,
470,"3210 Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E) (Un-Aided Linguistic Minority - Punjabi)",321024610,Information Technology,82.91,,,,82.00,,,,,,,,,,,,,,,,,,
471,"3210 Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E) (Un-Aided Linguistic Minority - Punjabi)",321037210,Electronics and Telecommunication Engg,72.60,,,,71.71,,,,,,,,,,,,,,,,,,
472,"3211 S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai (Un-Aided Linguistic Minority - Tamil)",321124510,Computer Engineering,87.66,,,,88.86,,,,,,,,,,,,,,,76.63,,,
473,"3211 S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai (Un-Aided Linguistic Minority - Tamil)",321124610,Information Technology,86.86,,,,88.31,,,,,,,,,,,,,,,64.63,,,
474,"3211 S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai (Un-Aided Linguistic Minority - Tamil)",321137210,Electronics and Telecommunication Engg,78.06,,,,81.29,,,,,,,,,,,,,,,,,,
475,"3211 S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai (Un-Aided Linguistic Minority - Tamil)",321161210,Mechanical Engineering,70.15,,,,,,,,,,,,,,,,,,,,,,
476,"3211 S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai (Un-Aided Linguistic Minority - Tamil)",321190010,Electronics and Computer Science,84.82,,,,78.24,,,,,,,,,,,,,,,69.59,,,
477,"3211 S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai (Un-Aided Linguistic Minority - Tamil)",321192010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology),88.59,,,,84.19,,,,,,,,,,,,,,,,,,
478,"3211 S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai (Un-Aided Linguistic Minority - Tamil)",321192110,Artificial Intelligence and Machine Learning,84.67,,,,,,,,,,,,,,,,,,,63.03,,,
479,"3211 S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai (Un-Aided Linguistic Minority - Tamil)",321199510,Artificial Intelligence and Data Science,85.64,,,,86.63,,,,,,,,,,,,,,,,,,
480,"3212 WATUMULL INSTITUTE OF ELECTRONICS ENGINEERING & COMPUTER TECHNOLOGY, ULHASNAGAR (Un-Aided Linguistic Minority - Sindhi)",321224510,Computer Engineering,80.51,,,,77.25,,,,,,,,,,,,,,,55.66,,,
481,"3214 Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai (Un-Aided Religious Minority - Christian)",321424510,Computer Engineering,86.51,,,,,,,,,,,,,,,,,,,77.50,,,
482,"3214 Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai (Un-Aided Religious Minority - Christian)",321424610,Information Technology,86.17,,,,,,,,,,,,,,,,,,,71.21,,,
483,"3214 Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai (Un-Aided Religious Minority - Christian)",321437210,Electronics and Telecommunication Engg,80.29,,,,78.42,,,,,,,,,,,,,,,,,,
484,"3214 Xavier Institute Of Engineering C/O Xavier Technical Institute,Mahim,Mumbai (Un-Aided Religious Minority - Christian)",321492010,Computer Science and Engineering (Internet of Things and Cyber Security Including Block Chain Technology),84.57,,,,83.00,,,,,,,,,,,,,,,69.56,,,
